Date,Non-mortgage loans,Chartered banks 1,Personal loans 1 2,Of which: Auto loans 1 2,Credit cards 1 2,Lines of credit 1 2 4,"Lines of credit, of which: excluding home equity lines of credit 1 2",Other personal loans 1 2,Unincorporated business 1 2,Non-banks 1,Government 1 5,Non-bank financial corporations 1 5,Credit unions and caisse populaires 1 5,Trust companies and mortgage loan companies 1 5,Financial vehicle corporations engaged in securitization 1 6,Other financial corporations n.e.i. 1 7,Other lenders n.e.i. 1 8,Mortgage loans,Residential mortgages 9,Chartered banks 9 10,Non-banks 9 10,Government 9 10,Non-bank financial corporations 9 10 11,Of which: financial vehicle corporations engaged in securitization 6 9 10,Of which: off balance-sheet NHA-MBS 9 10 12,Other lenders n.e.i. 8 9 10,Non-residential mortgages 9,Chartered banks 9 13,Non-banks 9 13,Government 9 13,Non-bank financial corporations 9 13,Of which: financial vehicle corporations engaged in securitization 6 9 13,Other lenders n.e.i. 8 9 13,Total credit liabilities of households,Of which: real estate secured lending 14,Residential mortgages 14,Chartered banks 10 14,Non-banks 10 14,Non-residential mortgages 14,Chartered banks 13 14,Non-banks 13 14,Home equity lines of credit 14,Chartered banks 14,Non-banks 14 15
11/1/2005,"382,603","226,993","41,459",0,"35,640","113,186","25,658","20,069","16,639","155,610","10,383","142,320","40,219",392,"48,504","53,205","2,907","617,095","612,879","358,795","254,084",375,"248,238","109,865","92,486","5,471","4,216",869,"3,347",188,"2,950",525,209,"999,698","706,253","612,879","358,795","254,084","4,216",869,"3,347","89,158","87,528","1,630"
12/1/2005,"386,388","229,650","41,125",0,"37,233","114,468","25,965","20,038","16,786","156,738","10,642","143,161","40,238",411,"48,951","53,561","2,935","620,731","616,466","358,755","257,711",378,"251,897","112,824","94,585","5,436","4,265",893,"3,372",190,"2,974",536,208,"1,007,119","710,898","616,466","358,755","257,711","4,265",893,"3,372","90,167","88,504","1,663"
1/1/2006,"387,818","229,725","40,680",0,"36,755","115,394","26,188","20,114","16,782","158,093","10,675","144,462","40,262",409,"50,167","53,624","2,956","623,988","619,680","358,728","260,952",381,"255,213","116,215","96,588","5,358","4,308",898,"3,410",191,"3,013",557,206,"1,011,806","714,878","619,680","358,728","260,952","4,308",898,"3,410","90,890","89,206","1,684"
2/1/2006,"388,526","228,799","40,623",0,"34,879","116,571","26,469","20,021","16,705","159,727","10,706","146,045","40,699",406,"51,258","53,682","2,976","627,225","622,881","361,649","261,232",385,"255,559","116,526","98,398","5,288","4,344",907,"3,437",193,"3,040",566,204,"1,015,751","719,052","622,881","361,649","261,232","4,344",907,"3,437","91,827","90,102","1,725"
3/1/2006,"393,113","231,974","40,932",0,"34,862","118,584","26,940","20,668","16,928","161,139","10,739","147,403","40,779",410,"52,469","53,745","2,997","631,042","626,664","362,680","263,984",388,"258,386","119,267","100,401","5,210","4,378",909,"3,469",195,"3,072",574,202,"1,024,155","724,511","626,664","362,680","263,984","4,378",909,"3,469","93,469","91,644","1,825"
4/1/2006,"395,864","234,162","40,978",0,"35,459","119,635","27,179","20,807","17,283","161,702","10,959","147,671","40,846",436,"52,062","54,327","3,072","636,872","632,483","365,163","267,320",398,"261,689","121,655","101,180","5,233","4,389",898,"3,491",203,"3,085",582,203,"1,032,736","731,197","632,483","365,163","267,320","4,389",898,"3,491","94,325","92,456","1,869"
5/1/2006,"401,176","238,715","41,130",0,"36,671","121,424","27,587","21,672","17,818","162,461","11,186","148,125","41,090",461,"51,646","54,928","3,150","640,806","636,385","368,757","267,628",413,"261,959","120,596","101,985","5,256","4,421",894,"3,527",209,"3,115",609,203,"1,041,982","736,613","636,385","368,757","267,628","4,421",894,"3,527","95,807","93,837","1,970"
6/1/2006,"404,930","242,040","41,340",0,"37,577","123,027","27,952","21,828","18,268","162,890","11,406","148,259","41,021",487,"51,241","55,510","3,225","646,275","641,799","370,284","271,515",428,"265,808","122,743","102,764","5,279","4,476",901,"3,575",215,"3,156",636,204,"1,051,205","743,400","641,799","370,284","271,515","4,476",901,"3,575","97,125","95,075","2,050"
7/1/2006,"408,691","243,892","41,544",0,"37,574","124,820","28,414","21,494","18,460","164,799","11,564","149,936","41,469",420,"51,553","56,494","3,299","653,987","649,493","373,645","275,848",431,"270,102","125,970","104,648","5,315","4,494",892,"3,602",215,"3,182",647,205,"1,062,678","752,523","649,493","373,645","275,848","4,494",892,"3,602","98,536","96,407","2,129"
8/1/2006,"413,056","246,000","41,545",0,"38,824","125,901","28,714","21,058","18,672","167,056","11,723","151,960","42,167",448,"51,866","57,479","3,373","657,624","653,099","376,348","276,751",432,"270,967","126,323","106,533","5,352","4,525",905,"3,620",217,"3,198",649,205,"1,070,680","756,994","653,099","376,348","276,751","4,525",905,"3,620","99,370","97,187","2,183"
9/1/2006,"418,596","249,408","41,569",0,"39,929","127,887","29,223","21,039","18,984","169,188","11,876","153,868","42,717",549,"52,171","58,431","3,444","663,664","659,124","378,594","280,530",433,"274,710","128,916","108,356","5,387","4,540",902,"3,638",218,"3,214",652,206,"1,082,260","764,616","659,124","378,594","280,530","4,540",902,"3,638","100,952","98,665","2,287"
10/1/2006,"420,376","248,329","41,585",0,"39,846","127,060","29,042","20,693","19,145","172,047","12,057","156,487","42,937",606,"54,017","58,927","3,503","670,708","666,140","381,478","284,662",437,"278,812","132,391","111,315","5,413","4,568",899,"3,669",220,"3,242",673,207,"1,091,084","771,029","666,140","381,478","284,662","4,568",899,"3,669","100,321","98,017","2,304"
11/1/2006,"423,231","248,647","41,259",0,"38,910","128,030","29,273","21,036","19,412","174,584","12,233","158,790","42,978",597,"55,807","59,408","3,561","677,518","672,911","385,439","287,472",440,"281,594","133,715","114,180","5,438","4,607",896,"3,711",222,"3,282",706,207,"1,100,749","778,696","672,911","385,439","287,472","4,607",896,"3,711","101,178","98,757","2,421"
12/1/2006,"428,524","251,139","41,099",0,"40,212","128,936","29,490","21,041","19,851","177,385","12,414","161,351","43,154",634,"57,659","59,904","3,620","683,742","679,109","386,199","292,910",444,"287,002","138,859","117,139","5,464","4,633",896,"3,737",223,"3,306",740,208,"1,112,266","785,721","679,109","386,199","292,910","4,633",896,"3,737","101,979","99,447","2,532"
1/1/2007,"430,097","251,546","40,929",0,"40,308","129,352","29,521","21,139","19,818","178,551","12,355","162,502","43,066",612,"58,233","60,591","3,694","689,266","684,545","386,062","298,483",447,"292,536","142,581","118,411","5,500","4,721",918,"3,803",222,"3,362",756,219,"1,119,363","791,620","684,545","386,062","298,483","4,721",918,"3,803","102,354","99,831","2,523"
2/1/2007,"431,391","251,385","41,011",0,"38,909","130,510","29,722","21,215","19,740","180,006","12,301","163,944","43,356",610,"58,766","61,212","3,761","695,047","690,291","390,802","299,489",449,"293,508","142,036","119,560","5,532","4,756",917,"3,839",224,"3,386",761,229,"1,126,438","798,406","690,291","390,802","299,489","4,756",917,"3,839","103,359","100,788","2,571"
3/1/2007,"436,520","255,495","41,244",0,"39,444","132,817","30,182","21,993","19,997","181,025","12,242","164,948","43,124",581,"59,344","61,899","3,835","700,824","695,998","393,303","302,695",452,"296,675","143,399","120,832","5,568","4,826",943,"3,883",227,"3,416",765,240,"1,137,344","806,149","695,998","393,303","302,695","4,826",943,"3,883","105,325","102,636","2,689"
4/1/2007,"440,335","257,528","41,516",0,"40,250","133,944","30,548","21,887","19,931","182,807","12,373","166,587","43,611",570,"59,771","62,635","3,847","709,360","704,543","399,134","305,409",437,"299,336","145,146","122,152","5,636","4,817",930,"3,887",221,"3,424",782,242,"1,149,695","815,492","704,543","399,134","305,409","4,817",930,"3,887","106,132","103,396","2,736"
5/1/2007,"446,926","262,059","41,990",0,"41,750","135,937","31,114","22,330","20,052","184,867","12,509","168,500","44,326",565,"60,212","63,397","3,858","716,940","712,086","405,727","306,359",423,"300,230","144,239","123,515","5,706","4,854",949,"3,905",213,"3,449",805,243,"1,163,866","824,610","712,086","405,727","306,359","4,854",949,"3,905","107,670","104,824","2,846"
6/1/2007,"452,201","265,704","42,599",0,"42,710","137,985","31,695","22,311","20,099","186,497","12,640","169,987","44,651",565,"60,638","64,133","3,870","727,614","722,724","410,493","312,231",410,"306,047","148,310","124,835","5,774","4,890",958,"3,932",206,"3,481",828,245,"1,179,815","836,846","722,724","410,493","312,231","4,890",958,"3,932","109,232","106,290","2,942"
7/1/2007,"456,224","268,583","43,043",0,"42,989","139,719","32,046","22,672","20,160","187,641","12,785","170,854","44,857",568,"61,001","64,428","4,002","738,624","733,706","415,886","317,820",408,"311,558","152,541","131,482","5,854","4,918",962,"3,956",205,"3,504",838,247,"1,194,848","849,298","733,706","415,886","317,820","4,918",962,"3,956","110,674","107,672","3,002"
8/1/2007,"459,861","270,982","43,396",0,"43,484","141,191","32,337","22,729","20,182","188,879","12,930","171,815","45,159",572,"61,361","64,723","4,134","747,105","742,186","419,289","322,897",406,"316,558","156,208","138,129","5,933","4,919",948,"3,971",203,"3,520",842,248,"1,206,966","859,030","742,186","419,289","322,897","4,919",948,"3,971","111,925","108,854","3,071"
9/1/2007,"463,937","273,844","43,584",0,"44,612","143,077","32,721","22,336","20,235","190,093","13,071","172,761","45,447",603,"61,703","65,008","4,261","754,267","749,320","414,740","334,580",403,"328,167","167,157","144,561","6,010","4,947",964,"3,983",202,"3,531",845,250,"1,218,204","867,787","749,320","414,740","334,580","4,947",964,"3,983","113,520","110,356","3,164"
10/1/2007,"466,869","277,348","43,835",0,"45,662","144,587","32,843","22,839","20,425","189,521","13,238","172,004","45,707",534,"60,603","65,160","4,279","764,340","759,356","416,704","342,652",400,"336,220","174,121","148,717","6,032","4,984",992,"3,992",200,"3,541",845,251,"1,231,209","879,342","759,356","416,704","342,652","4,984",992,"3,992","115,002","111,744","3,258"
11/1/2007,"468,708","280,037","43,761",0,"46,495","146,088","32,958","23,140","20,553","188,671","13,401","170,973","45,662",463,"59,540","65,308","4,297","770,514","765,512","421,861","343,651",397,"337,202","173,682","152,738","6,052","5,002","1,004","3,998",199,"3,548",839,251,"1,239,222","886,984","765,512","421,861","343,651","5,002","1,004","3,998","116,470","113,130","3,340"
12/1/2007,"471,525","283,545","43,839",0,"48,570","147,639","33,078","22,758","20,739","187,980","13,568","170,097","45,804",391,"58,442","65,460","4,315","776,668","771,636","422,752","348,884",394,"342,416","178,553","156,894","6,074","5,032","1,023","4,009",197,"3,560",833,252,"1,248,193","894,642","771,636","422,752","348,884","5,032","1,023","4,009","117,974","114,561","3,413"
1/1/2008,"473,195","284,925","43,890",0,"48,425","149,084","33,552","22,939","20,587","188,270","13,501","170,403","45,773",392,"57,806","66,432","4,366","780,872","775,658","419,733","355,925",391,"349,351","184,610","160,557","6,183","5,214","1,070","4,144",196,"3,689",828,259,"1,254,067","899,834","775,658","419,733","355,925","5,214","1,070","4,144","118,962","115,532","3,430"
2/1/2008,"474,571","285,695","44,000",0,"47,720","151,252","34,191","22,333","20,390","188,876","13,439","171,023","46,068",401,"57,212","67,342","4,414","783,239","777,898","421,021","356,877",388,"350,205","185,000","163,983","6,284","5,341","1,070","4,271",194,"3,812",822,265,"1,257,810","903,820","777,898","421,021","356,877","5,341","1,070","4,271","120,581","117,061","3,520"
3/1/2008,"479,889","290,494","44,420",0,"47,599","154,789","35,146","23,211","20,475","189,395","13,372","171,558","46,255",414,"56,575","68,314","4,465","786,201","780,723","420,156","360,567",384,"353,790","188,849","167,646","6,393","5,478","1,085","4,393",192,"3,929",817,272,"1,266,090","909,545","780,723","420,156","360,567","5,478","1,085","4,393","123,344","119,644","3,700"
4/1/2008,"483,240","293,223","45,117",0,"47,707","157,179","35,715","22,674","20,546","190,017","13,542","171,911","46,546",421,"56,571","68,373","4,564","792,701","787,208","423,703","363,505",411,"356,648","191,839","171,164","6,446","5,493","1,090","4,403",181,"3,949",811,273,"1,275,941","918,005","787,208","423,703","363,505","5,493","1,090","4,403","125,304","121,463","3,841"
5/1/2008,"488,863","298,179","45,238",0,"48,221","160,313","36,456","23,637","20,770","190,684","13,718","172,301","46,881",424,"56,562","68,434","4,665","801,741","796,225","429,718","366,507",438,"359,567","193,670","174,799","6,502","5,516","1,100","4,416",172,"3,969",805,275,"1,290,604","929,663","796,225","429,718","366,507","5,516","1,100","4,416","127,922","123,858","4,064"
6/1/2008,"493,364","302,087","45,705",0,"48,992","162,706","37,028","23,767","20,917","191,277","13,888","172,625","47,146",430,"56,556","68,493","4,764","809,497","803,956","431,196","372,760",467,"365,738","198,977","178,317","6,555","5,541","1,114","4,427",162,"3,989",798,276,"1,302,861","939,386","803,956","431,196","372,760","5,541","1,114","4,427","129,889","125,678","4,211"
7/1/2008,"497,282","306,092","46,093",0,"49,722","165,239","37,482","24,134","20,904","191,190","14,143","172,194","47,292",425,"55,438","69,039","4,853","819,844","814,256","436,131","378,125",474,"371,091","202,584","182,719","6,560","5,588","1,142","4,446",164,"4,006",793,276,"1,317,126","951,931","814,256","436,131","378,125","5,588","1,142","4,446","132,087","127,757","4,330"
8/1/2008,"500,462","309,089","47,140",0,"50,131","167,446","37,858","23,558","20,814","191,373","14,397","172,034","47,687",435,"54,327","69,585","4,942","826,818","821,211","441,517","379,694",480,"372,648","202,743","187,122","6,566","5,607","1,150","4,457",165,"4,016",788,276,"1,327,280","960,866","821,211","441,517","379,694","5,607","1,150","4,457","134,048","129,588","4,460"
9/1/2008,"504,671","313,031","47,226",0,"51,398","170,311","38,379","23,316","20,780","191,640","14,644","171,968","48,169",434,"53,252","70,113","5,028","831,462","825,834","438,536","387,298",485,"380,242","210,328","191,382","6,571","5,628","1,155","4,473",166,"4,031",784,276,"1,336,133","968,030","825,834","438,536","387,298","5,628","1,155","4,473","136,568","131,931","4,637"
10/1/2008,"506,409","315,961","47,524",0,"51,673","172,925","38,700","22,855","20,984","190,448","14,753","170,557","48,233",432,"52,724","69,168","5,138","835,715","830,017","427,574","402,443",490,"395,351","225,598","207,732","6,602","5,698","1,208","4,490",168,"4,045",777,277,"1,342,124","974,748","830,017","427,574","402,443","5,698","1,208","4,490","139,033","134,226","4,807"
11/1/2008,"505,319","315,734","50,424",0,"50,636","175,006","38,892","18,689","20,979","189,585","14,858","169,482","48,586",430,"52,213","68,253","5,245","836,614","830,903","409,765","421,138",488,"414,018","244,748","223,555","6,632","5,711","1,215","4,496",170,"4,049",769,277,"1,341,933","977,660","830,903","409,765","421,138","5,711","1,215","4,496","141,046","136,114","4,932"
12/1/2008,"509,488","320,726","50,326",0,"53,229","177,295","39,123","18,555","21,321","188,762","14,966","168,441","49,020",428,"51,685","67,308","5,355","845,998","840,289","406,174","434,115",502,"426,950","257,257","239,905","6,663","5,709","1,202","4,507",172,"4,057",761,278,"1,355,486","989,245","840,289","406,174","434,115","5,709","1,202","4,507","143,247","138,171","5,076"
1/1/2009,"510,400","323,391","50,680",0,"52,618","180,961","40,768","18,339","20,793","187,009","14,945","166,728","49,060",448,"50,603","66,617","5,336","850,146","844,422","407,944","436,478",512,"429,470","260,558","246,817","6,496","5,724","1,188","4,536",182,"4,073",756,281,"1,360,546","995,470","844,422","407,944","436,478","5,724","1,188","4,536","145,324","140,194","5,130"
2/1/2009,"512,628","326,767","51,410",0,"52,101","184,695","42,451","18,259","20,302","185,861","14,926","165,616","49,519",471,"49,632","65,994","5,319","853,552","847,801","406,411","441,390",516,"434,529","266,432","253,060","6,345","5,751","1,186","4,565",191,"4,091",752,283,"1,366,180","1,001,005","847,801","406,411","441,390","5,751","1,186","4,565","147,453","142,244","5,209"
3/1/2009,"516,424","331,935","52,017",0,"52,038","189,463","44,401","18,508","19,909","184,489","14,905","164,284","49,947",494,"48,540","65,303","5,300","855,810","850,037","398,666","451,371",519,"444,674","277,192","259,972","6,178","5,773","1,179","4,594",201,"4,107",748,286,"1,372,234","1,006,255","850,037","398,666","451,371","5,773","1,179","4,594","150,445","145,062","5,383"
4/1/2009,"519,393","335,800","52,462",0,"52,538","192,232","45,300","18,373","20,195","183,593","14,914","163,341","50,076",486,"47,881","64,898","5,338","863,015","857,230","401,467","455,763",513,"449,082","280,894","262,356","6,168","5,785","1,179","4,606",202,"4,118",744,286,"1,382,408","1,015,454","857,230","401,467","455,763","5,785","1,179","4,606","152,439","146,932","5,507"
5/1/2009,"524,880","341,897","53,187",0,"53,380","196,388","46,533","18,326","20,616","182,983","14,923","162,682","50,522",477,"47,204","64,479","5,378","867,210","861,415","405,296","456,119",509,"449,453","280,591","264,820","6,157","5,795","1,177","4,618",202,"4,130",742,286,"1,392,090","1,022,846","861,415","405,296","456,119","5,795","1,177","4,618","155,636","149,854","5,782"
6/1/2009,"530,399","348,214","54,163",0,"53,906","200,638","47,799","18,455","21,052","182,185","14,932","161,837","50,735",480,"46,548","64,074","5,416","874,609","868,814","408,772","460,042",505,"453,390","282,975","267,204","6,147","5,795","1,165","4,630",203,"4,141",741,286,"1,405,008","1,033,448","868,814","408,772","460,042","5,795","1,165","4,630","158,839","152,839","6,000"
7/1/2009,"533,281","351,714","54,780",0,"53,958","203,808","48,524","18,282","20,886","181,567","15,185","161,074","50,900",594,"45,921","63,659","5,308","884,649","878,842","414,195","464,647",500,"458,013","286,254","269,249","6,134","5,807","1,171","4,636",204,"4,146",737,286,"1,417,930","1,046,044","878,842","414,195","464,647","5,807","1,171","4,636","161,395","155,284","6,111"
8/1/2009,"537,097","355,724","55,365",0,"54,219","206,996","49,251","18,403","20,741","181,373","15,437","160,736","51,488",709,"45,295","63,244","5,200","888,742","882,943","419,186","463,757",495,"457,142","284,977","271,294","6,120","5,799","1,165","4,634",205,"4,144",732,285,"1,425,839","1,052,726","882,943","419,186","463,757","5,799","1,165","4,634","163,984","157,745","6,239"
9/1/2009,"541,085","360,085","55,964",0,"55,273","209,910","49,912","18,332","20,606","181,000","15,682","160,222","51,863",827,"44,689","62,843","5,096","895,014","889,194","422,335","466,859",489,"460,263","287,288","273,273","6,107","5,820","1,183","4,637",206,"4,146",726,285,"1,436,099","1,061,410","889,194","422,335","466,859","5,820","1,183","4,637","166,396","159,998","6,398"
10/1/2009,"547,139","366,967","56,689",0,"55,360","212,646","50,561","21,364","20,908","180,172","15,782","159,165","52,008",965,"43,840","62,352","5,225","902,159","896,333","426,140","470,193",484,"463,664","290,759","276,009","6,045","5,826","1,190","4,636",207,"4,146",719,283,"1,449,298","1,070,815","896,333","426,140","470,193","5,826","1,190","4,636","168,656","162,084","6,572"
11/1/2009,"549,293","369,818","55,597",0,"55,274","214,791","51,070","23,177","20,979","179,475","15,879","158,246","52,253","1,097","43,019","61,877","5,350","906,162","900,331","427,887","472,444",480,"465,979","292,682","278,657","5,985","5,831","1,185","4,646",208,"4,156",713,282,"1,455,455","1,076,572","900,331","427,887","472,444","5,831","1,185","4,646","170,410","163,721","6,689"
12/1/2009,"552,664","373,934","55,795",0,"57,172","216,975","51,588","22,873","21,119","178,730","15,979","157,272","52,462","1,243","42,181","61,386","5,479","912,676","906,836","433,088","473,748",475,"467,350","293,892","281,393","5,923","5,840","1,181","4,659",209,"4,170",706,280,"1,465,340","1,084,854","906,836","433,088","473,748","5,840","1,181","4,659","172,178","165,388","6,790"
1/1/2010,"551,327","374,687","55,821",0,"56,436","218,632","51,908","22,795","21,003","176,640","15,972","154,572","52,207","1,372","41,843","59,150","6,096","915,748","909,896","435,745","474,151",471,"467,798","294,523","281,752","5,882","5,852","1,181","4,671",209,"4,184",710,278,"1,467,075","1,089,323","909,896","435,745","474,151","5,852","1,181","4,671","173,575","166,724","6,851"
2/1/2010,"551,415","376,357","56,037",0,"55,737","220,688","52,322","22,957","20,938","175,058","15,965","152,440","52,275","1,500","41,534","57,131","6,653","919,917","914,017","439,941","474,076",466,"467,765","294,460","282,075","5,845","5,900","1,204","4,696",211,"4,208",719,277,"1,471,332","1,095,258","914,017","439,941","474,076","5,900","1,204","4,696","175,341","168,366","6,975"
3/1/2010,"552,338","379,007","56,618",0,"55,179","223,290","52,863","22,995","20,925","173,331","15,958","150,103","52,380","1,630","41,198","54,895","7,270","922,854","916,934","440,790","476,144",461,"469,879","296,367","282,434","5,804","5,920","1,210","4,710",212,"4,223",727,275,"1,475,192","1,100,462","916,934","440,790","476,144","5,920","1,210","4,710","177,608","170,427","7,181"
4/1/2010,"554,339","381,728","57,366",0,"56,054","224,036","52,716","22,920","21,352","172,611","15,967","149,387","52,240","1,812","40,434","54,901","7,257","928,757","922,824","444,840","477,984",453,"471,653","297,249","283,468","5,878","5,933","1,216","4,717",211,"4,229",725,277,"1,483,096","1,107,381","922,824","444,840","477,984","5,933","1,216","4,717","178,624","171,320","7,304"
5/1/2010,"556,304","384,092","57,936",0,"56,501","224,913","52,597","22,979","21,763","172,212","15,976","148,991","52,438","1,998","39,649","54,906","7,245","939,732","933,775","454,652","479,123",448,"472,720","297,136","284,537","5,955","5,957","1,232","4,725",209,"4,238",719,278,"1,496,036","1,119,530","933,775","454,652","479,123","5,957","1,232","4,725","179,798","172,316","7,482"
6/1/2010,"556,837","385,212","58,461",0,"55,925","225,949","52,510","22,770","22,107","171,625","15,985","148,408","52,402","2,206","38,888","54,912","7,232","950,372","944,389","461,080","483,309",444,"476,836","298,521","285,571","6,029","5,983","1,250","4,733",207,"4,246",712,280,"1,507,209","1,131,433","944,389","461,080","483,309","5,983","1,250","4,733","181,061","173,439","7,622"
7/1/2010,"559,277","388,099","59,300",0,"55,845","227,918","53,152","22,859","22,177","171,178","16,288","147,761","52,272","2,365","38,186","54,938","7,129","956,759","950,761","463,992","486,769",440,"480,353","301,749","289,999","5,976","5,998","1,256","4,742",205,"4,258",704,279,"1,516,036","1,139,208","950,761","463,992","486,769","5,998","1,256","4,742","182,449","174,767","7,682"
8/1/2010,"561,833","390,494","59,952",0,"56,097","229,608","53,731","22,619","22,218","171,339","16,592","147,722","52,759","2,514","37,485","54,964","7,025","961,068","955,039","463,009","492,030",434,"485,673","306,480","294,427","5,923","6,029","1,282","4,747",204,"4,266",695,277,"1,522,901","1,144,767","955,039","463,009","492,030","6,029","1,282","4,747","183,699","175,877","7,822"
9/1/2010,"565,263","394,191","60,265",0,"57,810","231,264","54,304","22,520","22,332","171,072","16,885","147,262","52,833","2,633","36,807","54,989","6,925","965,943","959,908","462,371","497,537",428,"491,238","311,236","298,712","5,871","6,035","1,279","4,756",203,"4,277",686,276,"1,531,206","1,150,841","959,908","462,371","497,537","6,035","1,279","4,756","184,898","176,960","7,938"
10/1/2010,"568,026","396,876","61,030",0,"58,175","232,987","54,757","22,304","22,380","171,150","17,057","147,199","53,106","2,597","36,653","54,843","6,894","970,898","964,853","464,035","500,818",423,"494,568","313,576","301,424","5,827","6,045","1,289","4,756",202,"4,279",678,275,"1,538,924","1,157,217","964,853","464,035","500,818","6,045","1,289","4,756","186,319","178,230","8,089"
11/1/2010,"569,704","398,470","61,457",0,"58,603","233,831","55,004","22,214","22,365","171,234","17,222","147,149","53,388","2,554","36,505","54,702","6,863","975,825","969,738","467,666","502,072",418,"495,870","314,162","304,049","5,784","6,087","1,329","4,758",201,"4,283",670,274,"1,545,529","1,162,840","969,738","467,666","502,072","6,087","1,329","4,758","187,015","178,827","8,188"
12/1/2010,"571,681","400,568","61,586",0,"60,330","233,959","55,083","22,316","22,377","171,113","17,394","146,887","53,465","2,516","36,350","54,556","6,832","981,289","975,208","467,711","507,497",412,"501,345","319,248","306,761","5,740","6,081","1,316","4,765",200,"4,292",662,273,"1,552,970","1,168,337","975,208","467,711","507,497","6,081","1,316","4,765","187,048","178,876","8,172"
1/1/2011,"576,333","407,720","61,714",0,"66,752","234,408","55,256","22,360","22,486","168,613","17,414","143,960","53,375","2,427","34,159","53,999","7,239","984,074","977,940","488,787","489,153",421,"483,140","257,520","286,286","5,592","6,134","1,339","4,795",203,"4,326",654,266,"1,560,407","1,171,376","977,940","488,787","489,153","6,134","1,339","4,795","187,302","179,152","8,150"
2/1/2011,"574,365","407,604","61,972",0,"64,987","235,840","55,661","22,616","22,189","166,761","17,432","141,723","53,725","2,328","32,173","53,497","7,606","984,454","978,292","488,041","490,251",359,"484,434","257,921","267,793","5,458","6,162","1,345","4,817",200,"4,356",648,261,"1,558,819","1,172,872","978,292","488,041","490,251","6,162","1,345","4,817","188,418","180,179","8,239"
3/1/2011,"573,831","409,532","62,616",0,"64,441","237,801","56,192","22,672","22,002","164,299","17,452","138,834","53,601","2,370","29,923","52,940","8,013","990,924","984,718","490,790","493,928",298,"488,320","259,287","247,318","5,310","6,206","1,361","4,845",197,"4,394",641,254,"1,564,755","1,180,907","984,718","490,790","493,928","6,206","1,361","4,845","189,983","181,609","8,374"
4/1/2011,"576,978","412,184","64,173",0,"64,822","238,468","56,547","22,547","22,174","164,794","17,505","139,197","53,893","2,308","29,833","53,163","8,092","995,766","989,566","495,137","494,429",298,"488,806","257,604","246,088","5,325","6,200","1,371","4,829",198,"4,377",635,254,"1,572,744","1,186,133","989,566","495,137","494,429","6,200","1,371","4,829","190,367","181,922","8,445"
5/1/2011,"578,828","413,372","65,040",0,"63,272","240,220","57,160","22,573","22,267","165,456","17,561","139,722","54,325","2,265","29,738","53,394","8,173","1,005,503","999,332","502,786","496,546",298,"490,907","256,626","244,818","5,341","6,171","1,362","4,809",197,"4,357",630,255,"1,584,331","1,197,223","999,332","502,786","496,546","6,171","1,362","4,809","191,720","183,060","8,660"
6/1/2011,"581,704","416,027","66,029",0,"63,367","241,675","57,705","22,516","22,440","165,677","17,614","139,811","54,317","2,229","29,648","53,617","8,252","1,015,618","1,009,439","510,656","498,783",298,"493,129","255,120","243,588","5,356","6,179","1,374","4,805",197,"4,353",625,255,"1,597,322","1,208,367","1,009,439","510,656","498,783","6,179","1,374","4,805","192,749","183,970","8,779"
7/1/2011,"583,975","418,438","66,990",0,"63,548","243,056","57,909","22,288","22,556","165,537","17,839","139,425","54,186","2,309","29,659","53,271","8,273","1,025,263","1,019,068","516,551","502,517",299,"496,850","256,266","245,727","5,368","6,195","1,395","4,800",196,"4,349",610,255,"1,609,238","1,219,260","1,019,068","516,551","502,517","6,195","1,395","4,800","193,997","185,147","8,850"
8/1/2011,"585,658","419,709","67,477",0,"62,930","244,288","58,076","22,404","22,610","165,949","18,064","139,591","54,601","2,410","29,654","52,926","8,294","1,032,853","1,026,634","519,856","506,778",299,"501,099","257,879","247,865","5,380","6,219","1,428","4,791",196,"4,339",587,256,"1,618,511","1,228,038","1,026,634","519,856","506,778","6,219","1,428","4,791","195,185","186,212","8,973"
9/1/2011,"587,475","421,771","67,761",0,"63,570","245,601","58,261","22,132","22,707","165,704","18,282","139,107","54,354","2,513","29,649","52,591","8,315","1,037,222","1,031,009","519,034","511,975",299,"506,285","261,897","249,935","5,391","6,213","1,438","4,775",195,"4,324",565,256,"1,624,697","1,233,640","1,031,009","519,034","511,975","6,213","1,438","4,775","196,418","187,340","9,078"
10/1/2011,"587,343","421,944","68,067",0,"63,026","246,679","58,340","21,723","22,449","165,399","18,327","138,684","55,030","2,533","28,598","52,523","8,388","1,042,478","1,036,248","519,808","516,440",300,"510,797","266,402","170,367","5,343","6,230","1,444","4,786",194,"4,337",555,255,"1,629,821","1,239,902","1,036,248","519,808","516,440","6,230","1,444","4,786","197,424","188,339","9,085"
11/1/2011,"591,396","444,454","68,410",0,"78,526","252,434","59,520","21,720","23,364","146,942","18,372","120,112","55,593","2,735","9,326","52,458","8,458","1,042,461","1,036,177","763,337","272,840",300,"267,243","21,875","93,367","5,297","6,284","1,473","4,811",194,"4,363",553,254,"1,633,857","1,244,735","1,036,177","763,337","272,840","6,284","1,473","4,811","202,274","192,914","9,360"
