date,Prime rate,1-year Conventional mortgage,3-year Conventional mortgage,5-year Conventional mortgage,1-year GIC,3-year GIC,5-year GIC,5-year personal fixed term,"Daily Interest Savings (balances over $100,000)",Non-Chequable Savings Deposits
1978-09-06,9.75,,,10.25,,,,8.75,,7.25
1978-09-13,9.75,,,10.25,,,,8.75,,7.25
1978-09-20,10.25,,,10.75,,,,9,,7.25
1978-09-27,10.25,,,10.75,,,,9,,7.25
1978-10-04,10.25,,,10.75,,,,9,,7.75
1978-10-11,10.25,,,10.75,,,,9,,7.75
1978-10-18,11,,,10.75,,,,9.5,,7.75
1978-10-25,11,,,11.25,,,,9.5,,7.75
1978-11-01,11,,,11.25,,,,9.5,,9
1978-11-08,11.5,,,11.25,,,,9.75,,9
1978-11-15,11.5,,,11.25,,,,9.75,,9
1978-11-22,11.5,,,11.25,,,,9.75,,9
1978-11-29,11.5,,,11.25,,,,9.75,,9
1978-12-06,11.5,,,11.25,,,,9.75,,9
1978-12-13,11.5,,,11.25,,,,9.75,,9
1978-12-20,11.5,,,11.25,,,,9.75,,9
1978-12-27,11.5,,,11.25,,,,9.75,,9
1979-01-03,11.5,,,11.25,,,,9.75,,9.5
1979-01-10,12,,,11.25,,,,9.75,,9.5
1979-01-17,12,,,11.25,,,,9.75,,9.5
1979-01-24,12,,,11.25,,,,9.75,,9.5
1979-01-31,12,,,11.25,,,,9.75,,9.5
1979-02-07,12,,,11.25,,,,9.75,,9.5
1979-02-14,12,,,11.25,,,,9.75,,9.5
1979-02-21,12,,,11.25,,,,9.75,,9.5
1979-02-28,12,,,11.25,,,,9.75,,9.5
1979-03-07,12,,,11.25,,,,9.75,,9.5
1979-03-14,12,,,11.25,,,,9.75,,9.5
1979-03-21,12,,,11,,,,9.75,,9.5
1979-03-28,12,,,11,,,,9.75,,9.5
1979-04-04,12,,,11,,,,9.75,,9.5
1979-04-11,12,,,11,,,,9.5,,9.5
1979-04-18,12,,,11,,,,9.5,,9.5
1979-04-25,12,,,11,,,,9.5,,9.5
1979-05-02,12,,,11,,,,9.5,,9.5
1979-05-09,12,,,11,,,,9.5,,9.5
1979-05-16,12,,,11,,,,9.5,,9.5
1979-05-23,12,,,11,,,,9.5,,9.5
1979-05-30,12,,,11.25,,,,9.5,,9.5
1979-06-06,12,,,11.25,,,,9.5,,9.5
1979-06-13,12,,,11.25,,,,9.5,,9.5
1979-06-20,12,,,11.25,,,,9.5,,9.5
1979-06-27,12,,,11.25,,,,9.5,,9.5
1979-07-04,12,,,11.25,,,,9.5,,9.5
1979-07-11,12,,,11.25,,,,9.5,,9.5
1979-07-18,12,,,11.25,,,,9.5,,9.5
1979-07-25,12.5,,,11.75,,,,9.75,,9.5
1979-08-01,12.5,,,11.75,,,,9.75,,10
1979-08-08,12.5,,,11.75,,,,9.75,,10
1979-08-15,12.5,,,11.75,,,,9.75,,10
1979-08-22,12.5,,,12,,,,9.75,,10
1979-08-29,12.5,,,12,,,,9.75,,10
1979-09-05,12.5,,,12,,,,9.75,,10.25
1979-09-12,13,,,12.75,,,,10,,10.25
1979-09-19,13,,,12.75,,,,10,,10.25
1979-09-26,13,,,12.75,,,,10,,10.25
1979-10-03,13,,,12.75,,,,10,,10.75
1979-10-10,13.75,,,13.75,,,,10.5,,10.75
1979-10-17,13.75,,,13.75,,,,10.5,,10.75
1979-10-24,13.75,,,13.75,,,,10.5,,10.75
1979-10-31,14.75,,,14.75,,,,11,,10.75
1979-11-07,15,,,14.75,,,,11,,12
1979-11-14,15,,,14.75,,,,11,,12
1979-11-21,15,,,14.75,,,,11,,12
1979-11-28,15,,,14.75,,,,11,,12
1979-12-05,15,,,13.75,,,,11,,12
1979-12-12,15,,,13.75,,,,11,,12
1979-12-19,15,,,13.25,,,,11,,12
1979-12-26,15,,,13.25,,,,11,,12
1980-01-02,15,13.25,13.25,13.25,,,,11,,12
1980-01-09,15,13.25,13.25,13.25,,,,11,,12
1980-01-16,15,13.25,13.25,13.25,,,,11,,12
1980-01-23,15,13.25,13.25,13.25,,,,11,,12
1980-01-30,15,13.25,13.25,13.25,,,,11,,12
1980-02-06,15,13.25,13.25,13.25,,,,11,,12
1980-02-13,15,13.25,13.25,13.25,,,,11,,12
1980-02-20,15,13.75,13.75,13.75,,,,11,,12
1980-02-27,15,14.5,14.5,14.5,,,,11,,12
1980-03-05,15,14.5,14.5,14.5,,,,11,,12
1980-03-12,15,14.5,14.5,14.5,,,,11,,12
1980-03-19,15.75,15,15,15.25,,,,12,,12
1980-03-26,15.75,15.5,15.5,15.75,,,,12,,12
1980-04-02,16.5,16.25,16.5,16.75,,,,13,,13.25
1980-04-09,17.5,16.5,16.75,17.25,,,,13,,13.25
1980-04-16,17.5,16.75,16.75,17.5,,,,13,,13.25
1980-04-23,17.25,16.25,16.25,17,,,,12.5,,13.25
1980-04-30,16.75,16,16,16.75,,,,12.25,,13.25
1980-05-07,16.5,15,15,15.25,,,,12,,12.5
1980-05-14,15.75,14.5,14.5,15,,,,11.5,,12.5
1980-05-21,14.75,13.75,13.75,13.75,,,,10.5,,12.5
1980-05-28,13.75,13,13,13,,,,10,,12.5
1980-06-04,13.75,13,13,13,,,,10,,10
1980-06-11,13.75,13,13,13,,,,10,,10
1980-06-18,13.75,13,13,13,,,,10,,10
1980-06-25,13.25,13,13,13,,,,10,,10
1980-07-02,13.25,13,13,13,,,,10,,10
1980-07-09,13.25,13,13,13,,,,10,,10
1980-07-16,13,13,13,13,,,,10.5,,10
1980-07-23,12.75,13,13,13,,,,10.5,,10
1980-07-30,12.25,12.75,13.25,13.5,,,,10.5,,10
1980-08-06,12.25,12.75,13.25,13.5,,,,10.75,,9.25
1980-08-13,12.25,12.75,13.25,13.5,,,,10.75,,9.25
1980-08-20,12.25,12.75,13.25,13.75,,,,11,,9.25
1980-08-27,12.25,13,13.75,14,,,,11,,9.25
1980-09-03,12.25,13.25,14,14.25,,,,11.25,,9.25
1980-09-10,12.25,13.25,14,14.25,,,,11.25,,9.25
1980-09-17,12.25,13.5,14.25,14.5,,,,11.25,,9.25
1980-09-24,12.25,13.75,14.25,14.5,,,,11.25,,9.25
1980-10-01,12.25,13.75,14.25,14.5,,,,11.25,,10
1980-10-08,13,13.75,14.75,15,,,,11.5,,10
1980-10-15,12.75,13.75,14.75,15,,,,11.5,,10
1980-10-22,12.75,13.75,14.75,15,,,,11.5,,10
1980-10-29,12.75,13.75,14.75,15,,,,11.5,,10
1980-11-05,13.25,13.75,14.75,15,,,,11.75,,10.5
1980-11-12,13.75,13.75,14.75,15,,,,12,,10.5
1980-11-19,13.75,13.75,14.75,15,12.25,,13.25,12,,10.5
1980-11-26,13.75,13.75,14.75,15,12.25,,13,12,,10.5
1980-12-03,14.5,14.5,15,15.25,12.25,,13,12,,11.5
1980-12-10,15.5,15,15,15.5,12.75,,13.25,12.25,,12.25
1980-12-17,17,15.5,15,15.5,12.75,,13.25,12.25,,13
1980-12-24,18.25,15.5,15.75,16,13,,13.25,12.5,,13
1980-12-31,18.25,15.5,15.75,16,13,,13.25,12.5,,13
1981-01-07,18.25,15.5,15.75,16,13,,13.25,12.5,,13
1981-01-14,18.25,15.5,15.5,15.5,13,,13.25,12.5,,13
1981-01-21,18.25,15.25,15.5,15.5,12.75,,13.25,12.5,,13
1981-01-28,18.25,15.25,15.5,15.5,13,,13.25,12.5,,13
1981-02-04,18.25,15.25,15.5,15.5,13,,13.25,12.5,,13.5
1981-02-11,18.25,15.25,15.5,15.5,13.25,,13.25,12.5,,13.5
1981-02-18,18.25,15.5,15.5,15.5,13.25,,13.25,13,,13.5
1981-02-25,18.25,15.5,15.5,15.5,13.25,,13.25,13,,13.5
1981-03-04,18.25,15.5,15.75,15.75,13.5,,13.5,13,,13.5
1981-03-11,18.25,15.75,16,16,13.75,,13.75,13,,13.5
1981-03-18,18.25,15.75,16,16,13.75,,13.75,13,,13.5
1981-03-25,17.75,16,16,16,13.75,,14,13,,13.5
1981-04-01,17.75,16,16,16,14,,14,13,,13.5
1981-04-08,17.75,16.25,16.5,16.5,14.25,,14.25,13,,13.5
1981-04-15,17.75,16.25,16.5,16.5,14.25,,14.25,13.25,,13.5
1981-04-22,18.25,16.25,16.5,16.5,14.5,,14.5,14,,14
1981-04-29,18.25,17.25,17,17,15,,14.75,14,,14
1981-05-06,18.5,17.5,17.5,17.5,15.5,,15.25,14.25,,14.75
1981-05-13,19.5,18,18,18,16,,15.75,15.5,,15.75
1981-05-20,19.5,18,18,18,16,,15.75,15.5,,15.75
1981-05-27,19.5,18,18.5,18.5,16,,15.75,15.5,,15.75
1981-06-03,19.5,18,18.5,18.5,16.25,,15.75,15.5,,15.75
1981-06-10,20,18.5,18.5,18.5,16.25,,15.75,15.75,,16.25
1981-06-17,20,18.5,18.75,18.75,16.25,,15.75,15.75,,16.25
1981-06-24,20,18.5,18.75,18.75,16.25,,15.75,15.75,,16.25
1981-07-01,20,18.5,18.75,18.75,16.5,,16,15.75,,16.25
1981-07-08,20,18.5,18.75,18.75,16.5,,16,15.75,,16.25
1981-07-15,20,18.75,18.75,18.75,16.75,,16,15.75,,16.25
1981-07-22,20,18.75,18.75,18.75,16.75,,16,15.75,,16.25
1981-07-29,21,19.75,19.75,20,17.5,,17,16.5,,17.25
1981-08-05,21.75,20.25,20.5,20.75,18.25,,17.75,17,,18
1981-08-12,22.75,21.25,21.5,21.75,19.5,,17.75,17.5,,19
1981-08-19,22.75,21.25,21.5,21.75,19.5,,17.75,17.5,,19
1981-08-26,22.75,21.25,21.5,21.75,19.25,,17.75,17.5,,19
1981-09-02,22.75,21.25,21.5,21.75,19,,17.75,17.5,,19
1981-09-09,22.25,21.25,21.5,21.75,19,,17.75,17.5,,19
1981-09-16,21.75,21.25,21.5,21.75,19,,17.5,17,,19
1981-09-23,21.25,21.25,21.5,21.75,19,,17.5,17,,19
1981-09-30,21.25,21.25,21.5,21.75,19,,17.5,17,,19
1981-10-07,21.25,21.25,21.5,21.75,19,,17.5,17,,17.25
1981-10-14,20.5,20,21,21.25,18.5,,17,17,,17.25
1981-10-21,20,19.75,20,20.25,18,,17,17,,16.75
1981-10-28,20,19.75,20,20.25,18,,17,17,,16.75
1981-11-04,20,19.75,20,20.25,18,,17,17,,16.75
1981-11-11,19.5,19.25,19.5,18.75,17,,16.75,16.25,,16.25
1981-11-18,18,18.25,18.25,18.25,15.5,,15,14.75,,14.75
1981-11-25,17.25,17.5,18,17.75,14.75,,14.25,13.5,,13.5
1981-12-02,17.25,17.5,18,17.75,14.5,,13.5,13.5,,13.5
1981-12-09,17.25,17.5,18,17.75,14.5,,13.5,13.5,,13.5
1981-12-16,17.25,17.5,18,17.75,14.75,,13.5,13.5,,13.5
1981-12-23,17.25,17.5,18,17.75,14.75,,14.5,13.5,,13.5
1981-12-30,17.25,17.5,18,17.75,14.75,,14.5,13.5,,13.5
1982-01-06,16.5,17.5,18,17.75,15,,14.5,13.5,,12.75
1982-01-13,16.5,17.5,18,18.25,15.25,,14.75,13.5,,12.75
1982-01-20,16.5,17.5,18,18.25,15.25,,14.75,14,,12.75
1982-01-27,16.5,17.5,18.5,18.75,15.5,,15,14,,12.75
1982-02-03,16.5,17.5,18.5,18.75,15.5,,15.25,14,,12.75
1982-02-10,16.5,17.75,18.75,19,15.5,,15.25,14,,12.75
1982-02-17,16.5,18.25,18.75,19.5,15.75,,15.5,14.25,,12.75
1982-02-24,16.5,18.25,19.25,19.5,15.75,,15.75,14.25,,12.75
1982-03-03,16.5,18.25,19.25,19.5,15.75,17,16,14.25,,12.75
1982-03-10,16.5,18.25,19.25,19.5,15.5,16.5,15.25,14.25,,12.75
1982-03-17,16.5,18.25,19,19.5,15.25,16.5,15.25,14.25,,12.75
1982-03-24,16.5,18.25,19,19.5,15.25,16,15,14.25,,12.75
1982-03-31,17,18.25,19,19.5,15.25,16,15.25,14.25,,12.75
1982-04-07,17,18.25,19.25,19.5,15.75,16.25,15.25,14,,12.75
1982-04-14,17,18.25,19.25,19.5,15.75,16.25,15.25,14.5,,12.75
1982-04-21,17,18.25,19.25,19.5,15.75,16.25,15.25,14.5,,12.75
1982-04-28,17,18.25,19.25,19.5,15.75,16.25,15.25,14.5,,12.75
1982-05-05,17,18.25,19.25,19.5,15.75,16.25,15.25,14.5,,12.75
1982-05-12,17,18.25,19.25,19.5,15.5,16,15,14.5,,12.75
1982-05-19,17,18.25,19.25,19.5,15.5,16,15,14.5,,12.75
1982-05-26,17,18.25,19.25,19.5,15.25,16,14.75,14.5,,12.75
1982-06-02,17,18.25,19.25,19.5,15,15.5,14.5,14.25,,12.75
1982-06-09,17.5,18.25,19.25,19.5,15,15.5,14.5,14.25,,13.25
1982-06-16,17.5,18.25,19.25,19.5,15.5,15.5,14.5,14.25,,13.25
1982-06-23,18.25,19,19.5,19.75,16,16,14.5,14.25,,13.75
1982-06-30,18.25,19,19.5,19.75,16,15.75,14.5,14.25,,13.75
1982-07-07,18.25,19,19.5,19.75,16.5,15.75,14.5,14.25,,13.75
1982-07-14,18.25,19,19.5,19.75,16,15.75,14.5,14.25,,13.75
1982-07-21,17.75,19,19.5,19.75,16,15.5,14.5,14.25,,13.25
1982-07-28,17.25,18.5,19.25,19.25,15.5,15,14.5,14,,12.75
1982-08-04,17.25,18.5,19,19.25,15.25,15,14.5,14,,12.75
1982-08-11,17,18.5,19,19.25,15,14.75,14.5,14,,12.5
1982-08-18,17,18,18.75,19.25,14.5,14.25,14,14,,12.5
1982-08-25,16,17.5,18.25,18.25,14,13.25,13,13,,11.5
1982-09-01,16,17.5,18.25,17.75,13.5,13.25,13,13,,11.5
1982-09-08,15.5,17.5,18.25,17.75,13.5,13.25,13,12.5,,11
1982-09-15,15.5,17.5,18.25,17.75,13.5,13.25,13,12.75,,11
1982-09-22,15.5,16.75,17.75,17.75,13.5,13,13,12.75,,11
1982-09-29,15,16.75,17.75,17.25,13,13,12.75,12.25,,10.5
1982-10-06,15,16.75,17.25,17.25,12.5,12.25,12.25,12.25,,10.5
1982-10-13,14.5,15.25,16.25,16.5,12,11.75,11.75,11.25,,10
1982-10-20,13.75,14.25,15.5,16,11.5,11.5,11.5,11,,9.25
1982-10-27,13.75,14.25,15.25,15.75,11.5,11.5,11.5,11,,9.25
1982-11-03,13.75,14.25,15.25,15.75,11.25,11.75,11.5,11,,9.25
1982-11-10,13.75,14.25,15.25,15.75,11.25,11.75,11.5,11,,9.25
1982-11-17,13,13.5,14.5,14.75,10.75,11.25,11,10,,8.5
1982-11-24,13,13.25,14.5,14.75,10.75,11.25,11,10,,8.5
1982-12-01,13,13,14.25,14.5,10.75,11,11,10,,8.5
1982-12-08,13,13,14.25,14.5,10.75,11,11,10,,8.5
1982-12-15,13,13,14.25,14.75,10.5,10.75,11,10,,8.5
1982-12-22,12.5,12.5,14.25,14.75,10,10.25,10.5,9.25,,8
1982-12-29,12.5,12.5,14.25,14.75,10,10.25,10.5,9.25,,8
1983-01-05,12,12.5,14,14.75,10,10.25,10.5,9.25,,8
1983-01-12,12,12,12.75,13.5,9.5,10,10.75,9,,7.5
1983-01-19,12,11.75,12.75,13.5,9.5,10,11,8.75,,7.5
1983-01-26,12,11.75,12.75,13.5,9.5,10.5,11,8.75,,7.5
1983-02-02,12,11.75,12.75,13.5,9.5,10.5,11.25,8.75,,7.5
1983-02-09,12,11.75,12.75,13.5,9.5,10.5,11.25,8.75,,7.5
1983-02-16,12,11.75,12.75,13.5,9.5,10.5,11.25,8.75,,7.5
1983-02-23,11.5,11.75,12.75,13.5,9.5,10.5,11.25,8.5,,7
1983-03-02,11.5,11.75,12.75,13.5,9.5,10.75,11.25,8.5,,7
1983-03-09,11.5,11.75,12.75,13.5,9,10.75,11.25,8.5,,7
1983-03-16,11.5,11.75,12.75,13.5,9,10.75,11.25,8.5,,7
1983-03-23,11.5,11.5,12.75,13.5,9,10.75,11.25,8.5,,7
1983-03-30,11.5,11.25,12.75,13.5,9,10.75,11.25,8,,7
1983-04-06,11.5,11.25,12.75,13.5,9,10.75,11.25,8,,7
1983-04-13,11.5,11.25,12.75,13.5,9,10.75,11.25,8,,7
1983-04-20,11,11.25,12.75,13.25,8.5,10.75,11.25,8,,6.75
1983-04-27,11,11,12.5,13.25,8.5,10.75,11.25,8,,6.75
1983-05-04,11,11,12.5,13.25,8.5,10.75,11.25,8,,6.75
1983-05-11,11,11,12.5,13.25,8.5,10.75,11.25,8,,6.75
1983-05-18,11,11,12.5,13,8.5,10.5,11,8,,6.75
1983-05-25,11,11,12.5,13,8.5,10.5,11,8,,6.75
1983-06-01,11,11,12.5,13,8.5,10.5,11,8,,6.75
1983-06-08,11,11,12.5,13,8.5,10.5,11,8,,6.75
1983-06-15,11,11,12.5,13,8.75,10.75,11.25,8,,6.75
1983-06-22,11,11,12.5,13,8.75,10.75,11.25,8.5,,6.75
1983-06-29,11,11,12.5,13,8.75,10.75,11.25,8.5,,6.75
1983-07-06,11,11,12.5,13,8.75,10.75,11.25,8.5,,6.75
1983-07-13,11,11,12.25,13,8.75,10.75,11.25,8.5,,6.75
1983-07-20,11,11,12.5,13,8.75,10.75,11.25,8.5,,6.75
1983-07-27,11,11,12.75,13.5,8.75,10.75,11.5,8.5,,6.75
1983-08-03,11,11,12.75,13.5,9,11,11.75,8.5,,6.75
1983-08-10,11,11,12.75,13.5,9.25,11,11.75,8.5,,6.75
1983-08-17,11,11,13,13.75,9.25,11,11.75,8.5,,6.75
1983-08-24,11,11,13.25,14,9.25,11.25,12,8.5,,6.75
1983-08-31,11,11,13.25,14,9.25,11.25,12,8.5,,6.75
1983-09-07,11,11,13.25,14,9.25,11.25,12,8.5,,6.75
1983-09-14,11,11,13,13.75,9.25,11.25,12,8.5,,6.75
1983-09-21,11,11,13,13.75,9.25,11.25,12,8.5,,6.75
1983-09-28,11,10.75,12.75,13.5,9.25,11.25,12,8.5,,6.75
1983-10-05,11,10.75,12.75,13.5,9,11,11.75,8.5,,6.75
1983-10-12,11,10.75,12.75,13.5,9,11,11.75,8.5,,6.75
1983-10-19,11,10.75,12.25,13,9,10.75,11.5,8.5,,6.75
1983-10-26,11,10.75,12.25,13,9,10.75,11.5,8.5,,6.75
1983-11-02,11,10.75,12.25,13,9,10.5,11,8.5,,6.75
1983-11-09,11,10.75,12.25,13,8.75,10.25,11,8.5,,6.75
1983-11-16,11,10.5,12,12.75,8.75,10,10.75,8.5,,6.75
1983-11-23,11,10.25,11.75,12.5,8.5,9.75,10.5,8.5,,6.75
1983-11-30,11,10.25,11.75,12.5,8.5,9.75,10.5,8.5,,6.75
1983-12-07,11,10.25,11.75,12.5,8.5,9.75,10.5,8.5,,6.75
1983-12-14,11,10.25,11.75,12.5,8.5,9.75,10.5,8.5,,6.75
1983-12-21,11,10.25,11.75,12.5,8.5,9.75,10.5,8.5,,6.75
1983-12-28,11,10.25,11.75,12.5,8.75,9.75,10.5,8.5,,6.75
1984-01-04,11,10.25,11.75,12.5,8.75,9.75,10.5,10.25,,6.75
1984-01-11,11,10.25,11.75,12.5,8.75,9.75,10.5,10.25,,6.75
1984-01-18,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-01-25,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-02-01,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-02-08,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-02-15,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-02-22,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-02-29,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-03-07,11,10.25,11.75,12.5,8.75,10,11,10.25,,6.75
1984-03-14,11,10.75,12,12.75,9.5,10.25,11.25,10.25,,6.75
1984-03-21,11.5,11.25,12.5,13.25,9.5,10.75,11.75,10.25,,6.75
1984-03-28,11.5,11.25,12.5,13.25,9.75,10.75,11.75,10.5,,7.25
1984-04-04,11.5,11.25,12.5,13.25,9.75,10.75,11.75,10.5,,7.25
1984-04-11,11.5,11.25,12.5,13.25,10.25,10.75,11.75,11,,7.25
1984-04-18,11.5,11.5,12.75,13.5,10.25,11.25,12,11,,7.25
1984-04-25,11.5,11.5,12.75,13.5,10.25,11.25,12,11,,7.25
1984-05-02,11.5,11.75,13,13.75,10.25,11.5,12.25,11,,7.25
1984-05-09,12,12.25,13.75,14.25,10.5,12,12.5,11,,7.25
1984-05-16,12,12.25,13.75,14.25,10.75,12.25,12.75,11.5,,7.75
1984-05-23,12,12.75,14.25,14.5,11,12.5,13,11.5,,7.75
1984-05-30,12,12.75,14.25,14.5,11,12.75,13,11.5,,7.75
1984-06-06,12,12.75,14.25,14.5,11.25,12.75,13,11.5,,7.75
1984-06-13,12,12.75,14.25,14.5,11.25,12.75,13,11.5,,7.75
1984-06-20,12,12.75,14.25,14.5,11.25,12.75,13,11.5,,7.75
1984-06-27,12.5,12.75,14.25,14.5,11.25,12.75,13,11.5,,8.25
1984-07-04,13,13.25,14.5,14.5,11.75,13,13.25,11.75,,8.5
1984-07-11,13.5,13.5,14.75,15,12,13.25,13.25,11.75,,9
1984-07-18,13.5,13.75,15,15.25,12,13.25,13.25,12,,9
1984-07-25,13.5,13.75,15,15.25,12,13.25,13.25,12.25,,9
1984-08-01,13.5,13.75,14.75,14.75,12,13.25,13,12.25,,9
1984-08-08,13.5,13.75,14.75,14.75,12,13,12.75,12.25,,9
1984-08-15,13,13.5,14.25,14.5,11.75,12.5,12.5,11.5,,8.5
1984-08-22,13,13.25,14.25,14.25,11.75,12.25,12.25,11.5,,8.5
1984-08-29,13,13.25,14.25,14.25,11.5,12.25,12.25,11.5,,8.5
1984-09-05,13,13.25,14.25,14.25,11.5,12,12.25,11.5,,8.5
1984-09-12,13,13,14,14,11.5,12,12.25,11.5,,8.5
1984-09-19,13,12.75,13.75,13.75,11.25,11.75,12,11.5,,8.5
1984-09-26,13,12.75,13.75,13.75,11.25,11.75,12,11.5,,8.5
1984-10-03,13,12.75,13.75,13.75,11.25,11.75,12,11.5,,8.5
1984-10-10,13,12.75,13.75,13.75,11.25,11.75,12,11.5,,8.5
1984-10-17,13,12.75,13.75,13.75,11.25,11.75,12,11.5,,8.5
1984-10-24,13,12.5,13.5,13.5,11.25,11.75,12,11.5,,8.5
1984-10-31,12.5,12.5,13.5,13.5,11,11.5,11.75,11,,8
1984-11-07,12.5,12.5,13.5,13.5,11,11.5,11.75,11,,8
1984-11-14,12.5,12.25,13,13.25,10.75,11.5,11.5,11,,8
1984-11-21,12,12,12.5,13,10.5,11.25,11.25,10.75,,7.5
1984-11-28,12,11.75,12.5,13,10.25,11,11,10.75,,7.5
1984-12-05,12,11.5,12.5,12.75,10,10.5,11,10.75,,7.5
1984-12-12,11.75,11.5,12.5,12.75,10,10.5,11,10.5,,7.25
1984-12-19,11.75,11.5,12.5,12.75,10,10.5,11,10.5,,7.25
1984-12-26,11.25,11.25,12.25,12.5,9.75,10.5,10.75,10.25,,6.75
1985-01-02,11.25,11.25,12.25,12.5,9.75,10.25,10.75,10.25,,6.75
1985-01-09,11.25,11.25,12.25,12.5,9.5,10.25,10.75,10.25,,6.75
1985-01-16,11,11,12,12.5,9.5,10.25,10.75,10.25,,6.5
1985-01-23,11,10.75,11.75,12.5,9.5,10,10.75,10.25,,6.5
1985-01-30,11,10.75,11.75,12.25,9.25,10,10.75,10.25,,6.5
1985-02-06,11,10.75,11.75,12.25,9.25,10,10.75,10.25,,6.5
1985-02-13,11,11,12.25,12.75,9.25,10,10.75,10.25,,6.5
1985-02-20,11,11,12.25,12.75,9.5,10.5,11,10.25,,6.5
1985-02-27,11.5,11.25,12.5,13.25,9.75,10.75,11.5,10.5,,7
1985-03-06,11.5,11.75,12.75,13.5,10.25,11,11.5,10.5,,7
1985-03-13,11.75,12,13,13.5,10.25,11.25,11.75,10.5,,7.25
1985-03-20,11.75,11.75,13,13.5,10.25,11.25,11.75,10.5,,7.25
1985-03-27,11.75,11.75,12.75,13.25,10.25,11.25,11.75,10.5,,7.25
1985-04-03,11.25,11.75,12.75,13.25,9.75,10.5,11,10,,6.75
1985-04-10,11.25,11.25,12.25,12.75,9.75,10.5,11,10,,6.75
1985-04-17,11,11.25,12.25,12.75,9.25,10,10.5,9.75,,6.5
1985-04-24,10.75,10.5,11.75,12.5,9,10,10.5,9.5,,6.25
1985-05-01,10.75,10.5,11.75,12.5,9,10.25,10.75,9.5,,6.25
1985-05-08,10.75,10.5,11.75,12.5,9,10.25,10.75,9.75,,6.25
1985-05-15,10.75,10.5,11.75,12.5,9,10.25,10.75,9.75,,6.25
1985-05-22,10.5,10,11.25,12.25,8.5,10,10.5,9.5,,6
1985-05-29,10.5,10,11.25,12.25,8.5,9.75,10.25,9.5,,6
1985-06-05,10.5,10,11.25,12.25,8.5,9.75,10.25,9.5,,6
1985-06-12,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-06-19,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-06-26,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-07-03,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-07-10,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-07-17,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-07-24,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-07-31,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-08-07,10.5,10,11.25,11.75,8.5,9.75,10,9.5,,6
1985-08-14,10.5,10,11.25,11.75,8.5,9.75,10.5,9.5,,6
1985-08-21,10.5,10,11.25,11.75,8.5,9.75,10.5,9.5,,6
1985-08-28,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-09-04,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-09-11,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-09-18,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-09-25,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-10-02,10.25,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.75
1985-10-09,10,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.5
1985-10-16,10,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.5
1985-10-23,10,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.5
1985-10-30,10,10,11.25,11.75,8.5,9.75,10.5,9.25,,5.5
1985-11-06,10,9.75,11.25,11.75,8.5,9.75,10.5,9.25,,5.5
1985-11-13,10,9.75,11.25,11.75,8.25,9.75,10.25,9.25,,5.5
1985-11-20,10,9.75,11.25,11.75,8.25,9.5,10,9.25,,5.5
1985-11-27,10,9.75,11.25,11.75,8.25,9.5,10,9.25,,5.5
1985-12-04,10,9.75,11.25,11.75,8.25,9.5,10,9.25,,5.5
1985-12-11,10,9.75,11.25,11.75,8.25,9.5,10,9.25,,5.5
1985-12-18,10,9.75,11,11.5,8.25,9.25,9.75,9.25,,5.5
1985-12-25,10,9.75,11,11.5,8.25,9.25,9.75,9.25,,5.5
1986-01-01,10,9.75,11,11.5,8.25,9.25,9.75,9.25,,5.5
1986-01-08,10.5,10.25,11,11.5,8.75,9.25,9.75,9.25,,6
1986-01-15,11,10.25,11.25,11.75,8.75,9.5,10,9.25,,6.5
1986-01-22,11,10.75,11.5,11.75,9,9.75,10,9.5,,6.5
1986-01-29,11,10.75,11.5,11.75,9.25,9.75,10,9.5,,6.5
1986-02-05,11.5,11.25,11.5,11.75,9.5,10,10.25,10,,7
1986-02-12,12.25,11.25,11.5,12,9.75,10,10.25,10,,7.75
1986-02-19,13,11.75,12,12,10,10.25,10.25,10,,8.5
