date,Prime rate,1-year Conventional mortgage,3-year Conventional mortgage,5-year Conventional mortgage,1-year GIC,3-year GIC,5-year GIC,5-year personal fixed term,"Daily Interest Savings (balances over $100,000)",Non-Chequable Savings Deposits
2020-11-11,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-11-18,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-11-25,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-12-02,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-12-09,2.45,3.09,3.45,4.79,0.35,0.6,0.95,0.7,0.01,0.01
2020-12-16,2.45,3.09,3.49,4.79,0.35,0.6,0.95,0.7,0.01,0.01
2020-12-23,2.45,3.09,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2020-12-30,2.45,3.09,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2021-01-06,2.45,3.09,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2021-01-13,2.45,2.79,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2021-01-20,2.45,2.79,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2021-01-27,2.45,2.79,3.49,4.79,0.35,0.6,0.8,0.7,0.01,0.01
2021-02-03,2.45,2.79,3.49,4.79,0.35,0.5,0.8,0.7,0.01,0.01
2021-02-10,2.45,2.79,3.49,4.79,0.35,0.5,0.8,0.7,0.01,0.01
2021-02-17,2.45,2.79,3.49,4.79,0.35,0.5,0.8,0.7,0.01,0.01
2021-02-24,2.45,2.79,3.49,4.79,0.3,0.5,0.8,0.7,0.01,0.01
2021-03-03,2.45,2.79,3.49,4.79,0.3,0.5,0.8,0.7,0.01,0.01
2021-03-10,2.45,2.79,3.49,4.79,0.3,0.5,0.85,0.7,0.01,0.01
2021-03-17,2.45,2.79,3.49,4.79,0.25,0.5,0.95,0.7,0.01,0.01
2021-03-24,2.45,2.79,3.49,4.79,0.25,0.5,1.05,0.7,0.01,0.01
2021-03-31,2.45,2.79,3.49,4.79,0.25,0.5,1.05,0.7,0.01,0.01
2021-04-07,2.45,2.79,3.49,4.79,0.25,0.5,1.05,0.7,0.01,0.01
2021-04-14,2.45,2.79,3.49,4.79,0.25,0.5,1,0.7,0.01,0.01
2021-04-21,2.45,2.79,3.49,4.79,0.25,0.5,1,0.7,0.01,0.01
2021-04-28,2.45,2.79,3.49,4.79,0.25,0.5,1,0.7,0.01,0.01
2021-05-05,2.45,2.79,3.49,4.79,0.25,0.5,1,0.7,0.01,0.01
2021-05-12,2.45,2.79,3.49,4.79,0.25,0.5,1,0.7,0.01,0.01
2021-05-19,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-05-26,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-06-02,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-06-09,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-06-16,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-06-23,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-06-30,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-07-07,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-07-14,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-07-21,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-07-28,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-08-04,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-08-11,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-08-18,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-08-25,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-09-01,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-09-08,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-09-15,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-09-22,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-09-29,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-10-06,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-10-13,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-10-20,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-10-27,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-11-03,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-11-10,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-11-17,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-11-24,2.45,2.79,3.49,4.79,0.25,0.6,1,0.7,0.01,0.01
2021-12-01,,2.79,3.49,4.79,0.35,0.75,1.18,1.28,0.01,0.01
